0	2
0	4
0	0
0	16
0	22
0	7
0	23
0	10
0	21
0	1
0	13
0	6
0	19
0	3
0	9
0	15
0	20
0	5
0	11
1	38
1	25
1	30
1	33
1	32
1	41
1	29
1	40
1	39
1	34
1	37
1	27
1	26
1	24
1	31
1	42
2	48
2	56
2	49
2	50
2	55
2	63
2	46
2	62
2	52
2	64
2	53
2	47
2	45
2	44
2	54
2	57
2	61
3	74
3	75
3	79
3	85
3	91
3	70
3	81
3	86
3	77
3	84
3	88
3	65
3	71
3	72
3	89
3	87
3	68
3	83
3	73
3	78
3	82
3	92
4	107
4	109
4	99
4	108
4	97
4	96
4	106
4	101
4	98
4	110
4	94
4	95
4	111
4	103
4	102
4	104
4	93
4	45
5	113
5	128
5	115
5	133
5	120
5	125
5	116
5	112
5	123
5	134
5	119
5	117
5	136
5	132
5	130
5	122
5	127
5	131
5	124
5	135
6	144
6	142
6	158
6	137
6	146
6	151
6	153
6	147
6	161
6	152
6	160
6	141
6	156
6	165
6	154
6	164
6	157
6	138
6	159
6	145
6	149
6	162
6	139
6	155
7	170
7	177
7	167
7	185
7	181
7	191
7	172
7	169
7	179
7	190
7	171
7	186
7	189
7	188
7	184
7	168
7	187
7	176
7	174
7	182
8	204
8	104
8	103
8	203
8	201
8	193
8	207
8	197
8	202
8	192
8	198
8	195
8	208
8	199
8	197
8	205
8	105
9	224
9	221
9	210
9	218
9	212
9	16
9	225
9	211
9	214
9	222
9	221
9	209
9	223
9	216
9	226
9	220
10	231
10	237
10	240
10	243
10	232
10	228
10	241
10	235
10	244
10	227
10	242
10	229
10	230
10	233
10	234
10	236
11	246
11	255
11	249
11	254
11	157
11	263
11	260
11	258
11	261
11	256
11	264
11	251
11	265
11	250
11	259
11	252
12	285
12	294
12	268
12	270
12	286
12	288
12	275
12	294
12	273
12	289
12	281
12	282
12	283
12	291
12	292
12	271
12	274
12	278
12	276
12	293
12	267
12	266
12	277
12	287
12	284
13	302
13	307
13	316
13	303
13	296
13	300
13	317
13	315
13	311
13	304
13	310
13	301
13	299
13	306
13	312
13	301
13	314
13	148
13	305
14	238
14	343
14	342
14	318
14	322
14	333
14	320
14	340
14	330
14	321
14	319
14	335
14	344
14	337
14	300
14	346
14	324
14	325
14	332
14	236
14	326
14	327
14	329
14	331
14	345
14	323
15	358
15	357
15	359
15	364
15	355
15	368
15	349
15	348
15	362
15	354
15	366
15	356
15	351
15	361
15	367
15	363
16	154
16	401
16	383
16	47
16	399
16	386
16	391
16	381
16	400
16	374
16	385
16	402
16	403
16	373
16	370
16	379
16	405
16	397
16	378
16	389
16	406
16	384
16	388
16	387
16	380
16	396
16	375
16	404
16	372
16	382
16	371
16	398
16	369
16	390
16	393
17	429
17	424
17	428
17	410
17	421
17	408
17	414
17	418
17	407
17	409
17	430
17	412
17	416
17	413
17	423
17	425
17	420
17	411
17	427
17	426
18	437
18	452
18	454
18	434
18	453
18	438
18	448
18	451
18	449
18	431
18	445
18	450
18	439
18	226
18	440
18	447
18	444
18	441
18	446
18	442
19	473
19	458
19	483
19	462
19	481
19	463
19	456
19	484
19	460
19	468
19	455
19	467
19	461
19	471
19	475
19	284
19	10
19	479
19	482
19	465
19	457
19	476
19	459
19	478
19	464
19	469
19	470
20	504
20	498
20	490
20	494
20	503
20	489
20	491
20	467
20	486
20	499
20	497
20	495
20	493
20	496
20	488
20	492
21	511
21	510
21	506
21	513
21	523
21	508
21	517
21	521
21	529
21	525
21	514
21	418
21	526
21	419
21	507
21	515
21	512
21	509
21	413
21	524
21	516
21	522
21	518
22	542
22	546
22	536
22	537
22	384
22	531
22	544
22	538
22	534
22	539
22	545
22	533
22	385
22	530
22	543
22	388
23	549
23	557
23	566
23	564
23	349
23	553
23	565
23	558
23	561
23	560
23	559
23	556
23	552
23	567
23	563
23	548
23	550
24	572
24	570
24	579
24	578
24	571
24	72
24	586
24	582
24	581
24	568
24	575
24	574
24	580
24	573
24	587
24	583
25	604
25	591
25	596
25	595
25	600
25	602
25	597
25	606
25	590
25	592
25	607
25	605
25	601
25	594
25	603
25	588
26	615
26	608
26	616
26	626
26	512
26	610
26	622
26	625
26	618
26	620
26	624
26	613
26	628
26	612
26	614
26	623
26	621
26	619
27	646
27	643
27	644
27	640
27	656
27	652
27	637
27	648
27	651
27	635
27	641
27	642
27	636
27	655
27	639
27	634
27	633
27	638
27	630
27	654
27	645
27	647
28	606
28	661
28	666
28	663
28	592
28	658
28	667
28	657
28	672
28	671
28	670
28	662
28	660
28	664
28	669
28	594
29	682
29	684
29	573
29	679
29	680
29	685
29	674
29	578
29	676
29	678
29	683
29	673
29	72
29	688
29	677
29	689
30	700
30	703
30	697
30	690
30	695
30	701
30	629
30	707
30	710
30	708
30	691
30	696
30	705
30	706
30	702
30	709
30	693
30	699
30	694
30	704
31	714
31	713
31	731
31	727
31	729
31	726
31	725
31	718
31	728
31	715
31	722
31	723
31	732
31	720
31	729
31	734
31	730
31	724
31	721
31	718
32	727
32	744
32	606
32	599
32	667
32	742
32	741
32	724
32	735
32	601
32	743
32	738
32	745
32	736
32	739
32	740
33	752
33	753
33	763
33	749
33	758
33	755
33	761
33	762
33	688
33	759
33	746
33	764
33	747
33	760
33	748
33	756
34	781
34	768
34	784
34	786
34	765
34	492
34	768
34	772
34	777
34	336
34	770
34	766
34	769
34	773
34	778
34	774
34	767
34	219
34	785
34	783
34	771
35	795
35	798
35	792
35	331
35	793
35	794
35	13
35	788
35	441
35	60
35	797
35	485
35	791
35	796
35	780
35	790
36	800
36	813
36	805
36	811
36	814
36	802
36	799
36	821
36	809
36	60
