Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Recall	1.977288994304331e-34
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	Recall	1.977288994304331e-34
Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	nDCG	2.6775525170045275e-36
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	nDCG	2.6775525170045275e-36
Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Recall	3.462779512285744e-11
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	Recall	3.462779512285744e-11
Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	nDCG	0.025695096525219903
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	nDCG	0.025695096525219903
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Recall	9.4073124490937e-14
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Recall	9.4073124490937e-14
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	nDCG	2.47488108431204e-53
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	nDCG	2.47488108431204e-53
