Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Recall	9.42979947401226e-24
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	Recall	9.42979947401226e-24
Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	nDCG	7.109544147311839e-21
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	nDCG	7.109544147311839e-21
Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Recall	0.016279154550036704
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	Recall	0.016279154550036704
Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	nDCG	0.29304552775828957
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Slim_l1=0$002366475312508242_alpha=0$007452223545183899_neighborhood=518	nDCG	0.29304552775828957
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	Recall	2.989387578679065e-24
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	Recall	2.989387578679065e-24
FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	nDCG	3.197262361416498e-54
HiGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor=256_alpha_1=0$75_alpha_2=0$35_order1=8_order2=4_n_clusters=3	FaGSP_seed=42_e=2_bs=-1_batch_eval=256_pri_factor1=512_pri_factor2=128_alpha_1=0$45_alpha_2=0$8_order1=4_order2=4_q=0$75	nDCG	3.197262361416498e-54
